PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Thaljaoui, A; El Khediri, S				Thaljaoui, Adel; El Khediri, Salim			Adopting Dilution of Precision for Indoor Localization	WIRELESS PERSONAL COMMUNICATIONS			English	Article						Localization; BLE; RSSI; Accuracy; DOP		Due to the rising number of aged people in the last decades, many apprehensions about their quality of life and their personal security in their own homes came to surface especially when these persons prefer to live alone. Compared to other age groups, old persons are more susceptive to domestic incidents, such as sudden illnesses and falls. Therefore, using new technologies in elderly homecare became one of the most urgent issues to study. These technologies are classified into three categories: real time vital sign monitoring, activity recognition and indoor localization. In this paper we present our work in indoor positioning which is the combination of three existing technologies in a more effective, precise and accurate way: Bluetooth Low Energy, Acoustic and Light Fidelity (LiFi). Our main contribution is the proposition of new "dilution of precision" (DOP) indicators as precision weights of the results given by each technology. Depending on these new DOP-like indicators, we were able to judge how much precise and accurate the returned results are. The experiments we conducted proved that precision is much better when using these new precision metrics.	[Thaljaoui, Adel] Majmaah Univ, Coll Sci Zulfi, Dept Comp Sci & Informat, Al Majmaah 11952, Saudi Arabia; [Thaljaoui, Adel] Toulouse Univ, Dept Comp Sci & Informat, Toulouse, France; [El Khediri, Salim] Univ Sfax ENIS, Sfax, Tunisia; [El Khediri, Salim] Univ Gafsa, Gafsa, Tunisia	Majmaah University; Universite Federale Toulouse Midi-Pyrenees (ComUE); Universite de Sfax; Universite de Gafsa	El Khediri, S (corresponding author), Univ Sfax ENIS, Sfax, Tunisia.; El Khediri, S (corresponding author), Univ Gafsa, Gafsa, Tunisia.	adel.t@mu.edu.sa; salim.el.khediri@gmail.com		khediri, salim/0000-0002-9765-1605	Deanship of Scientific Research at Majmaah University [R-1441-2]	Deanship of Scientific Research at Majmaah University	The authors would like to thank the Deanship of Scientific Research at Majmaah University for supporting this work under Project Number R-1441-2.		33	3	3	2	11	SPRINGER	NEW YORK	ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES	0929-6212	1572-834X		WIRELESS PERS COMMUN	Wirel. Pers. Commun.	FEB	2023	128	4					2307	2340		10.1007/s11277-019-06896-9	http://dx.doi.org/10.1007/s11277-019-06896-9		OCT 2019	34	Telecommunications	Science Citation Index Expanded (SCI-EXPANDED)	Telecommunications	9G2KU					2023-06-19	WOS:000494199200002
C	Rosa, BMG; Yang, GZ			IEEE	Rosa, Bruno M. G.; Yang, Guang Z.			Smart Wireless Headphone for Cardiovascular and Stress Monitoring	2017 IEEE 14TH INTERNATIONAL CONFERENCE ON WEARABLE AND IMPLANTABLE BODY SENSOR NETWORKS (BSN)	International Conference on Wearable and Implantable Body Sensor Networks		English	Proceedings Paper	14th Annual IEEE International Conference on Wearable and Implantable Body Sensor Networks (BSN)	MAY 09-12, 2017	High Tech Campus, Eindhoven, NETHERLANDS	IEEE, IEEE Engn Med & Biol Soc, Philips	High Tech Campus			Wearable technology has become ubiquitous in recent years due to the miniaturization of circuit electronics and advances in smart materials that can conform to the requirements posed by the human body, behaviour and experience. Sensors of this type are found attached almost to every body segment, capable of delivering signals even in harsh activity scenarios. The reliability and relevance of the physiological data retrieved by wearables have yet to surpass the conventional technologies in the healthcare system today. In this paper we present a small device incorporated inside an headphone set that continuously monitors the ECG, impedance and acceleration of the head. As opposed to most biometric sensors, ECG measurement relies on non-optical methods by capturing the electrical potential around the ear in both sides of the head, whereas impedance monitoring involves AC stimulation instead of DC, the latter commonly involved in skin galvanic response estimation. Signal processing of impedance parameters is performed in situ using a fast variant of the Discrete Fourier Transform in order to save computational resources and power expenditure from a microcontroller equipped with Bluetooth Low Energy. Applications that can benefit from this device include cardiovascular and stress level assessment of individuals	[Rosa, Bruno M. G.; Yang, Guang Z.] Imperial Coll London, South Kensington Campus, London SW7 2AZ, England	Imperial College London	Rosa, BMG (corresponding author), Imperial Coll London, South Kensington Campus, London SW7 2AZ, England.	b.gil-rosa@imperial.ac.uk; g.z.yang@imperial.ac.uk	Yang, Guangzhong/ABB-7316-2021	Yang, Guangzhong/0000-0002-7289-5806	Engineering and Physical Science Research Council [EPSRC EP/L014149/1]; EPSRC [EP/L014149/1, EP/H009744/1] Funding Source: UKRI	Engineering and Physical Science Research Council(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)); EPSRC(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC))	The authors would like to thank to the Engineering and Physical Science Research Council for the financial support under the project grant "EPSRC EP/L014149/1".		12	8	8	1	5	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2376-8886		978-1-5090-6244-7	INT CONF WEARAB IMPL			2017							75	78						4	Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BI7IZ		Green Submitted			2023-06-19	WOS:000414280200019
J	Phan, RCW; Mingard, P				Phan, Raphael C. -W.; Mingard, Patrick			Analyzing the Secure Simple Pairing in Bluetooth v4.0	WIRELESS PERSONAL COMMUNICATIONS			English	Article						Bluetooth v4.0; Low Energy (LE); Secure Simple Pairing; Association models	KEY; AUTHENTICATION; ATTACKS	This paper analyzes the security of Bluetooth v4.0's Secure Simple Pairing (SSP) protocol, for both the Bluetooth Basic Rate/Enhanced Data Rate (BR/EDR) and Bluetooth Low Energy (LE) operational modes. Bluetooth v4.0 is the latest version of a wireless communication standard for low-speed and low-range data transfer among devices in a human's PAN. It allows increased network mobility among devices such as headsets, PDAs, wireless keyboards and mice. A pairing process is initiated when two devices desire to communicate, and this pairing needs to correctly authenticate devices so that a secret link key is established for secure communication. What is interesting is that device authentication relies on humans to communicate verification information between devices via a human-aided out-of-band channel. Bluetooth v4.0's SSP protocol is designed to offer security against passive eavesdropping and man-in-the-middle (MitM) attacks. We conduct the first known detailed analysis of SSP for all its MitM-secure models. We highlight some issues related to exchange of public keys and use of the passkey in its models and discuss how to treat them properly.	[Phan, Raphael C. -W.] Univ Loughborough, Elect & Elect Engn Dept, Loughborough, Leics, England; [Mingard, Patrick] La Mobiliere, Lausanne, Switzerland	Loughborough University	Phan, RCW (corresponding author), Univ Loughborough, Elect & Elect Engn Dept, Loughborough, Leics, England.	r.phan@lboro.ac.uk; patrick.mingard@a3.epfl.ch	Phan, Raphael C.-W./I-7266-2013	Phan, Raphael C.-W./0000-0001-7448-4595					28	13	14	3	36	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0929-6212	1572-834X		WIRELESS PERS COMMUN	Wirel. Pers. Commun.	JUN	2012	64	4					719	737		10.1007/s11277-010-0215-1	http://dx.doi.org/10.1007/s11277-010-0215-1			19	Telecommunications	Science Citation Index Expanded (SCI-EXPANDED)	Telecommunications	940HW		Green Published			2023-06-19	WOS:000303881600007
C	Ding, Y; Yang, Y; Jiang, WC; Liu, YH; He, T; Zhang, DS			ASSOC COMP MACHINERY	Ding, Yi; Yang, Yu; Jiang, Wenchao; Liu, Yunhuai; He, Tian; Zhang, Desheng			Nationwide Deployment and Operation of a Virtual Arrival Detection System in the Wild	SIGCOMM '21: PROCEEDINGS OF THE 2021 ACM SIGCOMM 2021 CONFERENCE			English	Proceedings Paper	ACM SIGCOMM Conference (SIGCOMM)	AUG 23-27, 2021	ELECTR NETWORK	ACM SIGCOMM, Assoc Comp Machinery		Bluetooth sensing; nationwide deployment; operational system; arrival detection		We report a 30-month nationwide deployment and operation study of an indoor arrival detection system based on Bluetooth Low Energy called VALID in 364 Chinese cities. VALID is pilot-studied, deployed, and operated in the wild to infer real-time indoor arrival status of couriers, and improve their status reporting behavior based on the detection. During its full nationwide operation (2018/122021/01), VALID consists of virtual devices at 3 million shops and restaurants, where 530,859 of them are in multi-story malls and markets to infer and influence 1 million couriers' behavior, and assist the scheduling of 3.9 billion orders for 186 million customers. Although indoor arrival detection is straightforward in controlled environments, the scale of our platform makes the cost prohibitively high. In this work, we explore to use merchants' smartphones under their consent as a virtual infrastructure to design, build, deploy, and operate VALID from in-lab conception to nationwide operation in three phases for 30 months. We consider metrics including system evolution, reliability, utility, participation, energy, privacy, monetary benefits, along with couriers' behavior changes. We share three lessons and their implications for similar wireless sensing or communication systems with large geospatial operations.	[Ding, Yi; He, Tian] Alibaba Grp, Hangzhou, Peoples R China; [Ding, Yi; He, Tian] Univ Minnesota, Minneapolis, MN 55455 USA; [Yang, Yu; Zhang, Desheng] Rutgers State Univ, New Brunswick, NJ USA; [Jiang, Wenchao] Singapore Univ Technol & Design, Singapore, Singapore; [Liu, Yunhuai] Peking Univ, Beijing, Peoples R China	Alibaba Group; University of Minnesota System; University of Minnesota Twin Cities; Rutgers State University New Brunswick; Singapore University of Technology & Design; Peking University	Ding, Y (corresponding author), Alibaba Grp, Hangzhou, Peoples R China.; Ding, Y (corresponding author), Univ Minnesota, Minneapolis, MN 55455 USA.		jiang, wen/GYI-9662-2022	Ding, Yi/0000-0002-1226-341X	National Key R&D Program of China [2018YFB2100300, 2018YFB0803400]; National Natural Science Foundation of China (NSFC) [61925202, 61772046]	National Key R&D Program of China; National Natural Science Foundation of China (NSFC)(National Natural Science Foundation of China (NSFC))	We greatly thank our shepherd, Dr. Kun Tan, and the anonymous reviewers for their constructive comments. We also thank the engineers who helped build and maintain the VALID system over the past several years, which made the observations and lessons learned possible. Prof. Yunhuai Liu is partially supported by the National Key R&D Program of China 2018YFB2100300, 2018YFB0803400, and National Natural Science Foundation of China (NSFC) 61925202, 61772046.		55	5	6	0	2	ASSOC COMPUTING MACHINERY	NEW YORK	1601 Broadway, 10th Floor, NEW YORK, NY, UNITED STATES			978-1-4503-8383-7				2021							705	717		10.1145/3452296.3472911	http://dx.doi.org/10.1145/3452296.3472911			13	Computer Science, Information Systems; Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Engineering; Telecommunications	BS6FN		Bronze			2023-06-19	WOS:000747646400046
J	Cabello, D; Ferro, E; Pereira-Rial, O; Martinez-Vazquez, B; Brea, VM; Carrillo, JM; Lopez, P				Cabello, Diego; Ferro, Esteban; Pereira-Rial, Oscar; Martinez-Vazquez, Beatriz; Brea, Victor M.; Carrillo, Juan M.; Lopez, Paula			On-Chip Solar Energy Harvester and PMU With Cold Start-Up and Regulated Output Voltage for Biomedical Applications	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS			English	Article; Proceedings Paper	IEEE International Symposium on Circuits and Systems (IEEE ISCAS)	MAY 26-29, 2019	Sapporo, JAPAN	IEEE, IEEE Circuits & Syst Soc, Hokkaido Univ, Global Inst Collaborat Res & Educ, Big Data & Cybersecur, Springer Nature, River Publishers, Sci Council Japan, IEEE Circuits & Syst Soc Japan Joint Chapter, IEEE Circuits & Syst Soc Fukuoka Chapter, IEEE Circuits & Syst Soc Kansai Chapter, IEEE Circuits & Syst Soc Shikoku Chapter		Implantable devices; LDO; MPPT; on-chip energy harvesting; PMU; voltage reference generator	CHARGE-PUMP; POWER; SYSTEM	This paper presents experimental results from a system that comprises a fully autonomous energy harvester with a solar cell of 1 mm(2) as energy transducer and a Power Management Unit (PMU) on the same silicon substrate, and an output voltage regulator. Both chips are implemented in standard 0.18 mu m CMOS technology with total layout areas of 1.575 mm(2) and 0.0126 mm(2), respectively. The system also contains an off-the-shelf 3.2 mm x 2.5 mm 0.9 mm supercapacitor working as an off-chip battery or energy reservoir between the PMU and the voltage regulator. Experimental results show that the fast energy recovery of the on-chip solar cell and PMU permits the system to replenish the supercapacitor with enough charge as to sustain Bluetooth Low Energy (BLE) communications even with input light powers of 510 nW. The whole system is able to self-start-up without external mechanisms at 340 nW. This work is the first step towards a self-supplied sensor node with processing and communication capabilities. The small form factor and ultra-low power consumption of the system components is in compliance with biomedical applications requirements.	[Cabello, Diego; Pereira-Rial, Oscar; Martinez-Vazquez, Beatriz; Brea, Victor M.; Lopez, Paula] Univ Santiago de Compostela, Ctr Invest Tecnoloxias Intelixentes CITIUS, Santiago De Compostela 15782, Spain; [Ferro, Esteban] CTAG, O Porrino 36475, Spain; [Carrillo, Juan M.] Univ Extremadura, Escuela Ingn Ind, Dept Ingn Elect Elect & Automat, Badajoz 06006, Spain	Universidade de Santiago de Compostela; Universidad de Extremadura	Brea, VM (corresponding author), Univ Santiago de Compostela, Ctr Invest Tecnoloxias Intelixentes CITIUS, Santiago De Compostela 15782, Spain.	victor.brea@usc.es	Pereira-Rial, Óscar/ABF-5890-2021; Carrillo, Juan M/K-9116-2017; Ferro, Esteban/J-1273-2019; Cabello, Diego/O-1756-2014; Brea, Victor M/N-5165-2014; Lopez Martinez, Paula/N-5332-2014	Pereira-Rial, Óscar/0000-0001-9021-9273; Carrillo, Juan M/0000-0001-6847-6388; Ferro, Esteban/0000-0002-8880-8121; Cabello, Diego/0000-0002-4859-2899; Brea, Victor M/0000-0003-0078-0425; Lopez Martinez, Paula/0000-0002-8218-8945	Spanish Government (Ministerio de Ciencia, Innovacion y Universidades) (MICINN/FEDER) [RTI2018-097088-B-C32, RTI2018-095994-B-I00]; Xunta de Galicia; Conselleria de Cultura, Educacion e Ordenacion Universitaria [ED431G/08, ED431C 2017/69]; European Regional Development Fund (ERDF); Junta de Extremadura; ERDF [IB 18079]	Spanish Government (Ministerio de Ciencia, Innovacion y Universidades) (MICINN/FEDER); Xunta de Galicia(Xunta de Galicia); Conselleria de Cultura, Educacion e Ordenacion Universitaria; European Regional Development Fund (ERDF)(European Commission); Junta de Extremadura; ERDF(European Commission)	This work was supported in part by the Spanish Government (Ministerio de Ciencia, Innovacion y Universidades) under Project RTI2018-097088-B-C32 and Project RTI2018-095994-B-I00 (MICINN/FEDER), in part by the Xunta de Galicia, in part by the Conselleria de Cultura, Educacion e Ordenacion Universitaria (accreditation 2016-2019, ED431G/08 and reference competitive group 2017-2020, ED431C 2017/69) and European Regional Development Fund (ERDF), and in part by the Junta de Extremadura and the ERDF, under Grant IB 18079.		29	12	12	1	12	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1549-8328	1558-0806		IEEE T CIRCUITS-I	IEEE Trans. Circuits Syst. I-Regul. Pap.	APR	2020	67	4					1103	1114		10.1109/TCSI.2019.2944252	http://dx.doi.org/10.1109/TCSI.2019.2944252			12	Engineering, Electrical & Electronic	Science Citation Index Expanded (SCI-EXPANDED); Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	KZ0TK		Green Accepted			2023-06-19	WOS:000522984300004
J	Invidia, L; Oliva, SL; Palmieri, A; Patrono, L; Rametta, P				Invidia, Lorenzo; Oliva, Silvio Lucio; Palmieri, Andrea; Patrono, Luigi; Rametta, Piercosimo			An Io T-oriented Fast Prototyping Platform for BLE-based Star Topology Networks	JOURNAL OF COMMUNICATIONS SOFTWARE AND SYSTEMS			English	Article						BLE; Embedded System; Internet of Things; MQTT; Rapid Prototyping; STM32 ODE		The Internet of Things (IoT) is characterized by many technologies, standards, tools and devices for a wide range of application fields and often, for the end-users (makers and developers), is hard to orientate in an equally wide range of offers from various manufacturers. In recent years, the Bluetooth Low Energy (BLE) communication protocol is achieving a large portion of the market, thanks to its low-power and low-cost orientation and its pervasiveness in mobile devices, like smartphones. For these reasons, BLE is increasingly used in IoT-oriented Wireless Personal Area Networks (WPAN), where a small set of devices arranged in star topology network and connected to a smartphone and a Wi-Fi gateway, can cover a large number of monitoring and controlling use case scenarios. This work presents the ST's STM32 Open Development Environment (ODE), a complete suite of hardware and software tools representing a reference point for end-users willing to create BLE-based star topology networks for a wide range of applications. Through a simple use case in a smart home context, it is shown how all provided tools can be used to fast prototype applications addressing all user requirements.	[Invidia, Lorenzo; Patrono, Luigi; Rametta, Piercosimo] Univ Salento, Innovat Engn Dept, Via Monteroni, I-73100 Lecce, Italy; [Oliva, Silvio Lucio; Palmieri, Andrea] STMicroelectronics, Adv Syst Technol Div, Lecce, Italy	University of Salento; STMicroelectronics	Patrono, L (corresponding author), Univ Salento, Innovat Engn Dept, Via Monteroni, I-73100 Lecce, Italy.	luigi.patrono@unisalento.it	Patrono, Luigi/N-6494-2015	Patrono, Luigi/0000-0002-8591-1190					27	2	2	1	1	CROATIAN COMMUNICATIONS & INFORMATION SOC	SPLIT	R BOSKOVICA BB, SPLIT, CROATIA	1845-6421	1846-6079		J COMMUN SOFTW SYS	J. Commun. Softw. Syst.	JUN	2019	15	2					138	149		10.24138/jcomss.v15i2.682	http://dx.doi.org/10.24138/jcomss.v15i2.682			12	Computer Science, Information Systems; Telecommunications	Emerging Sources Citation Index (ESCI)	Computer Science; Telecommunications	VK0XW		Green Published, Green Submitted, gold			2023-06-19	WOS:000657197100008
C	Espinilla, M; Quero, JM; Irvine, N; Cleland, I; Nugent, C		Liu, J; Lu, J; Xu, Y; Martinez, L; Kerre, EE		Espinilla, Macarena; Medina Quero, Javier; Irvine, Naomi; Cleland, Ian; Nugent, Chris			Fuzzy framework for activity recognition in a multi-occupant smart environment based on wearable devices and proximity beacons	DATA SCIENCE AND KNOWLEDGE ENGINEERING FOR SENSING DECISION SUPPORT	World Scientific Proceedings Series on Computer Engineering and Information Science		English	Proceedings Paper	13th International Conference on Fuzzy Logic and Intelligent Technologies in Nuclear Science (FLINS)	AUG 21-24, 2018	Belfast, IRELAND	Ulster Univ, Belfast City Council, Tourism NI, IEEE UK & I Sect, IEEE Syst Man & Cybernet Soc, SW Jiaotong Univ, Chinese Soc Log, Natl Assoc Non Class Log & Computat, IEEE Syst Man & Cybernet Soc Ireland Chapter, European Soc Fuzzy Log & Technol, Int Fuzzy Syst Assoc				A fuzzy framework is proposed for activity recognition in a multi occupancy smart environment based on wearable devices and Bluetooth Low Energy (BLE) beacons. In this context, there is a set of Received Signal Strength Indicators (RSSIs), which is received by wearable devices worn by the inhabitants, from a set of BLE beacons deployed in objects within a smart environment. The RSSIs generated by the BLE beacons are influenced by external factors in radio waves, which are presented in the RSSI as important fluctuations. The main contribution in this work has been to propose the use of fuzzy logic and the fuzzy linguistic approach to model indicators of fluctuation. A new framework is introduced that includes a Mamdani fuzzy inference system to recognize the activity that is being carried out in real time for each inhabitant based on data gleaned from their wearable device. The fuzzy rules in addition to the fuzzy linguistic terms used to model the RSSIs can be customized for each inhabitant according to their habits, customs or routines. A case study of the proposed fuzzy framework in the smart lab of the University of Jaen is presented to demonstrate the effectiveness of the approach.	[Espinilla, Macarena; Medina Quero, Javier] Univ Jaen, Comp Sci, Campus Las Lagunillas, Jaen 23071, Spain; [Irvine, Naomi; Cleland, Ian; Nugent, Chris] Ulster Univ, Sch Comp, Jordanstown BT37 0QB, Antrim, North Ireland	Universidad de Jaen; Ulster University	Espinilla, M (corresponding author), Univ Jaen, Comp Sci, Campus Las Lagunillas, Jaen 23071, Spain.	mestevez@ujaen.es	Espinilla-Estévez, Macarena/ABI-6363-2020; Espinilla, Macarena/B-9504-2011	Espinilla-Estévez, Macarena/0000-0003-1118-7782; Espinilla, Macarena/0000-0003-1118-7782	European Unions Horizon grant [734355]; Spanish government [TIN2015-66524-P]	European Unions Horizon grant; Spanish government(Spanish Government)	This work is supported by European Unions Horizon grant agreement No. 734355 together the Spanish government by research project TIN2015-66524-P.		9	0	0	0	0	WORLD SCIENTIFIC PUBL CO PTE LTD	SINGAPORE	PO BOX 128 FARRER RD, SINGAPORE 9128, SINGAPORE			978-981-3273-22-1	WD SCI P COMP ENG			2018	11						1292	1299						8	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Operations Research & Management Science	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Operations Research & Management Science	BM7MX					2023-06-19	WOS:000468160600161
C	Rivero-Garcia, A; Santos-Gonzalez, I; Caballero-Gil, P		Grana, M; LopezGuede, JM; Etxaniz, O; Herrero, A; Quintian, H; Corchado, E		Rivero-Garcia, Alexandra; Santos-Gonzalez, Ivan; Caballero-Gil, Pino			A Secure Mobile Platform for Intelligent Transportation Systems	INTERNATIONAL JOINT CONFERENCE SOCO'16- CISIS'16-ICEUTE'16	Advances in Intelligent Systems and Computing		English	Proceedings Paper	Int Joint Conf on Int Conference on Soft Comp Models in Ind and Environm Applicat / Int Conf on Computat Intelligence in Secur Informat Syst / Int Conf on European Transnat Educ	OCT 19-21, 2016	San Sebastian, SPAIN	COESI, IEEE Syst, Man & Cybernet Spanish Chapter, AEPIA, Int Federat Computat Log, Python San Sebastian Soc, Univ Basque Country		Ad-hoc; VANET; Security; Hybrid; Sensors; Wireless; Android		The number of vehicles around the world has increased a lot during the last decades and will continue to grow in the next years. This factor is closely related to the increase of air pollution, traffic congestion and road non-safety. Due to this, the automotive industry and research entities have put lots of efforts in exploring the potential of the Intelligent Transportation Systems (ITS). These efforts have been focused on trying to add ITS systems to the new cars of the future. The present work describes a proposal for taking advantage of ITS possibilities using the vehicles that are nowadays on our roads. In particular, the described platform is mainly based on smartphones, but also on sensors and servers. The proposal is based on a hybrid scheme that combines an online mode using the Internet access of the smartphone, with an offline mode using wireless technologies such as WiFi Direct and Bluetooth Low Energy to define various ITS applications related with traffic collisions, violations, jams, signs and lights, and parking management. The described system has been developed for the Android platform, producing promising results.	[Rivero-Garcia, Alexandra; Santos-Gonzalez, Ivan; Caballero-Gil, Pino] Univ La Laguna, San Cristobal De La Lagu, Spain	Universidad de la Laguna	Caballero-Gil, P (corresponding author), Univ La Laguna, San Cristobal De La Lagu, Spain.	ariverog@ull.edu.es; jsantosg@ull.edu.es; pcaballel@ull.edu.es	Caballero-Gil, Pino/K-7251-2012	Caballero-Gil, Pino/0000-0002-0859-5876					15	1	1	0	2	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	2194-5357	2194-5365	978-3-319-47364-2; 978-3-319-47363-5	ADV INTELL SYST			2017	527						487	497		10.1007/978-3-319-47364-2_47	http://dx.doi.org/10.1007/978-3-319-47364-2_47			11	Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Computer Science, Software Engineering; Computer Science, Theory & Methods	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BI0ZG					2023-06-19	WOS:000405330000047
C	Riesebos, R; Degeler, V; Tello, A			IEEE	Riesebos, Robert; Degeler, Viktoriya; Tello, Andres			Smartphone-Based Real-Time Indoor Positioning Using BLE Beacons	2022 IEEE 18TH INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING (CASE)	IEEE International Conference on Automation Science and Engineering		English	Proceedings Paper	IEEE 18th International Conference on Automation Science and Engineering (IEEE CASE)	AUG 20-24, 2022	Mexico City, MEXICO	IEEE				To deal with the degraded performance of Global Navigation Satellite Systems (GNSS) in indoor environments, Indoor Positioning Systems (IPS) have been developed. The rapid proliferation of smartphones has led to many IPSs that utilize positioning technologies that are readily available on modern smartphones; including Bluetooth Low Energy (BLE). Using radio signals such as BLE in indoor environments comes with a number of challenges that can limit the reliability of the signal. In dealing with these challenges, most existing BLE-based IPSs introduce undesired drawbacks such as an extensive and fragile calibration phase, strict hardware requirements, and increases in the system's complexity. In this paper, an IPS is developed and evaluated that requires minimal setup for indoor environments and has a sufficiently low complexity to be run locally on a modern smartphone. An extensive exploration of the IPS' parameters was performed. The best performing parameter combinations resulted in a median positioning error of 1.48 +/- 0.283 meters, while using the log-distance path loss model for distance estimation and Weighted Centroid Localization with a weight exponent between 2.0 and 3.5 for position estimation.	[Riesebos, Robert; Degeler, Viktoriya; Tello, Andres] Univ Groningen, Bernoulli Inst Math Comp Sci & Artificial Intelli, Groningen, Netherlands; [Degeler, Viktoriya] Univ Amsterdam, Informat Inst, Amsterdam, Netherlands	University of Groningen; University of Amsterdam	Riesebos, R (corresponding author), Univ Groningen, Bernoulli Inst Math Comp Sci & Artificial Intelli, Groningen, Netherlands.	rriesebos@hotmail.com; v.o.degeler@uva.nl; andres.tello@rug.nl		Degeler, Viktoriya/0000-0001-7054-3770					17	0	0	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2161-8070		978-1-6654-9042-9	IEEE INT CON AUTO SC			2022							1281	1288		10.1109/CASE49997.2022.9926639	http://dx.doi.org/10.1109/CASE49997.2022.9926639			8	Automation & Control Systems; Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Automation & Control Systems; Engineering	BU6RA					2023-06-19	WOS:000927622400143
J	Parker, AT; Swobodzinski, M; Wright, JD; Hansen, K; Morton, B; Schaller, E				Parker, Amy T.; Swobodzinski, Martin; Wright, Julie D.; Hansen, Kyrsten; Morton, Becky; Schaller, Elizabeth			Wayfinding Tools for People With Visual Impairments in Real-World Settings: A Literature Review of Recent Studies	FRONTIERS IN EDUCATION			English	Review						wayfinding; deafblind; visually impaired; assistve technologies; mobility; routes; guide dog; long cane	INDOOR NAVIGATION SYSTEM; ELECTRONIC TRAVEL AIDS; URBAN ENVIRONMENTS; IMPAIRED PEOPLE; BLIND; ACCESSIBILITY; INDIVIDUALS; DESIGN; FEASIBILITY; INFORMATION	A review of 35 peer reviewed articles dated from 2016 to February, 2021 was conducted to identify and describe the types of wayfinding devices that people who are blind, visually impaired or deafblind use while navigating indoors and/or outdoors in dynamic travel contexts. Within this investigation, we discovered some characteristics of participants with visual impairments, routes traveled, and real-world environments that have been included in recent wayfinding research as well as information regarding the institutions, agencies, and funding sources that enable these investigations. Results showed that 33 out of the 35 studies which met inclusionary criteria integrated the use of smart device technology. Many of these devices were supplemented by bluetooth low-energy beacons, and other sensors with more recent studies integrating LIDAR scanning. Identified studies included scant information about participant's visual acuities or etiologies with a few exceptions, which limits the usability of the findings for this highly heterogeneous population. Themes derived from this study are categorized around the individual traveler's needs; the wayfinding technologies identified and their perceived efficacy; the contexts and routes for wayfinding tasks; and the institutional support offered for sustaining wayfinding research.	[Parker, Amy T.; Wright, Julie D.; Hansen, Kyrsten; Morton, Becky] Portland State Univ, Coll Educ, Dept Special Educ, Portland, OR 97207 USA; [Swobodzinski, Martin] Portland State Univ, Coll Liberal Arts & Sci, Dept Geog, Portland, OR 97207 USA; [Schaller, Elizabeth] Amer Printing House Blind, Louisville, KY USA	Portland State University; Portland State University	Parker, AT (corresponding author), Portland State Univ, Coll Educ, Dept Special Educ, Portland, OR 97207 USA.	atp5@pdx.edu			National Institute for Transportation and Communities	National Institute for Transportation and Communities	Funding The work presented in this paper was supported by the National Institute for Transportation and Communities (NITC; grant number 1177), a U.S. DOT University Transportation Center.		94	2	2	1	6	FRONTIERS MEDIA SA	LAUSANNE	AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND		2504-284X		FRONT EDUC	Front. Educ.	OCT 28	2021	6								723816	10.3389/feduc.2021.723816	http://dx.doi.org/10.3389/feduc.2021.723816			23	Education & Educational Research	Emerging Sources Citation Index (ESCI)	Education & Educational Research	WW1NR		Green Published, gold			2023-06-19	WOS:000717692700001
